               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.020124,           0.0065244,           0.0024006,             0.99679,                   1,               0.995,             0.80163,            0.016413,           0.0037266,          0.00092095,           0.0067924,           0.0067924,           0.0067924
                 164,            0.023043,           0.0077668,           0.0021099,             0.99707,                   1,               0.995,             0.90097,             0.01106,           0.0032595,          0.00086726,           0.0067726,           0.0067726,           0.0067726
                 165,            0.019804,           0.0056831,            0.018177,             0.99647,                   1,               0.995,             0.83062,            0.017931,           0.0034861,          0.00089287,           0.0067528,           0.0067528,           0.0067528
                 166,            0.023295,             0.00726,           0.0034534,             0.99671,                   1,               0.995,             0.86909,            0.012295,           0.0032652,          0.00095403,            0.006733,            0.006733,            0.006733
                 167,            0.019038,           0.0064049,            0.004477,             0.99679,                   1,               0.995,             0.89319,            0.017669,           0.0035041,          0.00098118,           0.0067132,           0.0067132,           0.0067132
                 168,            0.023157,            0.005833,           0.0025275,              0.9965,                   1,               0.995,             0.80586,            0.013968,            0.003346,           0.0010304,           0.0066934,           0.0066934,           0.0066934
                 169,            0.022663,           0.0073411,           0.0038367,             0.99679,                   1,               0.995,             0.86094,            0.015572,           0.0034606,           0.0011329,           0.0066736,           0.0066736,           0.0066736
                 170,            0.020481,           0.0062051,           0.0035321,             0.99638,                   1,               0.995,              0.8023,            0.015565,           0.0036873,           0.0012248,           0.0066538,           0.0066538,           0.0066538
                 171,            0.020985,           0.0074959,           0.0056892,             0.99621,                   1,               0.995,             0.91618,             0.01361,           0.0037358,            0.001301,            0.006634,            0.006634,            0.006634
                 172,            0.023593,           0.0082844,            0.004034,             0.99534,                   1,               0.995,             0.85873,            0.015664,           0.0038489,           0.0013194,           0.0066142,           0.0066142,           0.0066142
                 173,            0.021577,           0.0073444,           0.0062447,             0.99496,                   1,               0.995,             0.88893,            0.013127,           0.0037735,           0.0014294,           0.0065944,           0.0065944,           0.0065944
                 174,            0.023691,           0.0078832,           0.0035525,             0.99321,                   1,               0.995,             0.87024,            0.013525,           0.0034457,           0.0014185,           0.0065746,           0.0065746,           0.0065746
                 175,            0.020942,           0.0071456,           0.0030662,             0.97379,             0.99766,               0.995,             0.86658,            0.014128,           0.0032821,           0.0017161,           0.0065548,           0.0065548,           0.0065548
